STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,age,Age class,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,BE,Belgium,2020,,22.0,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,BE,Belgium,2021,,20.5,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,BE,Belgium,2022,,19.6,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,BE,Belgium,2023,,19.0,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,BE,Belgium,2024,,20.2,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,BG,Bulgaria,2015,,47.5,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,BG,Bulgaria,2016,,47.3,,b,break in time series,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,BG,Bulgaria,2017,,42.4,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,BG,Bulgaria,2018,,33.5,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,BG,Bulgaria,2019,,35.8,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,BG,Bulgaria,2020,,35.5,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,BG,Bulgaria,2021,,33.0,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,BG,Bulgaria,2022,,33.9,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,BG,Bulgaria,2023,,33.9,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,BG,Bulgaria,2024,,35.1,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,CH,Switzerland,2015,,20.6,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,CH,Switzerland,2016,,20.7,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,CH,Switzerland,2017,,21.7,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,CH,Switzerland,2018,,22.0,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,CH,Switzerland,2019,,22.2,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,CH,Switzerland,2020,,22.8,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,CH,Switzerland,2021,,19.4,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,CH,Switzerland,2022,,19.3,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,CH,Switzerland,2023,,22.4,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,CY,Cyprus,2015,,22.9,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,CY,Cyprus,2016,,23.2,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,CY,Cyprus,2017,,21.7,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,CY,Cyprus,2018,,20.5,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,CY,Cyprus,2019,,20.3,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,CY,Cyprus,2020,,19.0,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,CY,Cyprus,2021,,19.2,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,CY,Cyprus,2022,,18.1,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,CY,Cyprus,2023,,16.7,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,CY,Cyprus,2024,,14.8,,b,break in time series,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,CZ,Czechia,2015,,17.8,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,CZ,Czechia,2016,,16.4,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,CZ,Czechia,2017,,14.3,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,CZ,Czechia,2018,,13.0,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,CZ,Czechia,2019,,13.0,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,CZ,Czechia,2020,,12.9,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,CZ,Czechia,2021,,13.7,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,CZ,Czechia,2022,,13.4,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,CZ,Czechia,2023,,15.0,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,CZ,Czechia,2024,,15.4,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,DE,Germany,2015,,19.3,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,DE,Germany,2016,,20.6,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,DE,Germany,2017,,18.6,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,DE,Germany,2018,,17.5,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,DE,Germany,2019,,20.4,,be,"break in time series, estimated",,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,DE,Germany,2020,,22.3,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,DE,Germany,2021,,23.7,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,DE,Germany,2022,,24.4,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,DE,Germany,2023,,23.9,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,DE,Germany,2024,,22.9,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,DK,Denmark,2015,,16.2,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,DK,Denmark,2016,,14.0,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,DK,Denmark,2017,,15.1,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,DK,Denmark,2018,,15.4,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,DK,Denmark,2019,,13.8,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,DK,Denmark,2020,,13.4,,b,break in time series,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,DK,Denmark,2021,,14.0,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,DK,Denmark,2022,,13.8,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,DK,Denmark,2023,,15.3,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,DK,Denmark,2024,,15.9,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,EA20,Euro area – 20 countries (from 2023),2015,,25.8,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,EA20,Euro area – 20 countries (from 2023),2016,,25.8,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,EA20,Euro area – 20 countries (from 2023),2017,,24.6,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,EA20,Euro area – 20 countries (from 2023),2018,,23.8,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,EA20,Euro area – 20 countries (from 2023),2019,,23.8,,be,"break in time series, estimated",,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,EA20,Euro area – 20 countries (from 2023),2020,,24.4,,b,break in time series,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,EA20,Euro area – 20 countries (from 2023),2021,,24.8,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,EA20,Euro area – 20 countries (from 2023),2022,,25.4,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,EA20,Euro area – 20 countries (from 2023),2023,,25.3,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,EE,Estonia,2015,,22.2,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,EE,Estonia,2016,,19.7,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,EE,Estonia,2017,,18.8,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,EE,Estonia,2018,,17.0,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,EE,Estonia,2019,,19.7,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,EE,Estonia,2020,,17.4,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,EE,Estonia,2021,,17.4,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,EE,Estonia,2022,,16.6,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,EE,Estonia,2023,,18.3,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,EE,Estonia,2024,,16.5,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,EL,Greece,2015,,37.7,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,EL,Greece,2016,,37.2,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,EL,Greece,2017,,36.5,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,EL,Greece,2018,,34.1,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,EL,Greece,2019,,31.2,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,EL,Greece,2020,,30.8,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,EL,Greece,2021,,32.0,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,EL,Greece,2022,,28.1,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,EL,Greece,2023,,28.1,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,ES,Spain,2015,,34.0,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,ES,Spain,2016,,33.7,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,ES,Spain,2017,,31.9,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,ES,Spain,2018,,30.5,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,ES,Spain,2019,,31.0,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,ES,Spain,2020,,31.6,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,ES,Spain,2021,,33.4,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,ES,Spain,2022,,32.2,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,ES,Spain,2023,,34.5,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,ES,Spain,2024,,34.6,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2015,,27.4,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2016,,27.1,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2017,,25.1,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2018,,23.9,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2019,,23.6,,be,"break in time series, estimated",,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2020,,24.0,,b,break in time series,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2021,,24.4,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2022,,24.7,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2023,,24.8,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,FI,Finland,2015,,14.5,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,FI,Finland,2016,,14.1,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,FI,Finland,2017,,15.0,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,FI,Finland,2018,,15.9,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,FI,Finland,2019,,13.8,,b,break in time series,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,FI,Finland,2020,,14.5,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,FI,Finland,2021,,13.2,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,FI,Finland,2022,,14.9,,b,break in time series,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,FI,Finland,2023,,13.8,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,FI,Finland,2024,,17.3,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,FR,France,2015,,22.4,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,FR,France,2016,,23.8,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,FR,France,2017,,23.5,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,FR,France,2018,,24.0,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,FR,France,2019,,24.1,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,FR,France,2020,,23.6,,b,break in time series,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,FR,France,2021,,22.5,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,FR,France,2022,,27.1,,b,break in time series,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,FR,France,2023,,26.6,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,HR,Croatia,2014,,27.9,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,HR,Croatia,2015,,25.2,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,HR,Croatia,2016,,24.4,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,HR,Croatia,2017,,24.5,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,HR,Croatia,2018,,22.2,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,HR,Croatia,2019,,19.1,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,HR,Croatia,2020,,18.4,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,HR,Croatia,2021,,18.6,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,HR,Croatia,2022,,18.1,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,HR,Croatia,2023,,17.3,,b,break in time series,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,HR,Croatia,2024,,19.3,,b,break in time series,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,HU,Hungary,2015,,40.3,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,HU,Hungary,2016,,38.6,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,HU,Hungary,2017,,33.5,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,HU,Hungary,2018,,26.4,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,HU,Hungary,2019,,24.1,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,HU,Hungary,2020,,21.7,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,HU,Hungary,2021,,23.3,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,HU,Hungary,2022,,18.1,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,PC,Percentage,HU,Hungary,2023,,24.4,,,,,
